filtrada[0], 0,
filtrada[1], -107,
filtrada[2], -374,
filtrada[3], -821,
filtrada[4], -1432,
filtrada[5], -2152,
filtrada[6], -2910,
filtrada[7], -3627,
filtrada[8], -4241,
filtrada[9], -4709,
filtrada[10], -5020,
filtrada[11], -5186,
filtrada[12], -5229,
filtrada[13], -5174,
filtrada[14], -5028,
filtrada[15], -4779,
filtrada[16], -4394,
filtrada[17], -3832,
filtrada[18], -3053,
filtrada[19], -2040,
filtrada[20], -812,
filtrada[21], 572,
filtrada[22], 2013,
filtrada[23], 3385,
filtrada[24], 4553,
filtrada[25], 5400,
filtrada[26], 5837,
filtrada[27], 5825,
filtrada[28], 5370,
filtrada[29], 4521,
filtrada[30], 3356,
filtrada[31], 1963,
filtrada[32], 427,
filtrada[33], -1181,
filtrada[34], -2805,
filtrada[35], -4399,
filtrada[36], -5917,
filtrada[37], -7305,
filtrada[38], -8486,
filtrada[39], -9367,
filtrada[40], -9845,
filtrada[41], -9820,
filtrada[42], -9183,
filtrada[43], -7981,
filtrada[44], -6298,
filtrada[45], -4249,
filtrada[46], -1965,
filtrada[47], 417,
filtrada[48], 2770,
filtrada[49], 4978,
filtrada[50], 6945,
filtrada[51], 8589,
filtrada[52], 9841,
filtrada[53], 10646,
filtrada[54], 10958,
filtrada[55], 10743,
filtrada[56], 9990,
filtrada[57], 8708,
filtrada[58], 6943,
filtrada[59], 4772,
filtrada[60], 2310,
filtrada[61], -303,
filtrada[62], -2910,
filtrada[63], -5350,
filtrada[64], -7478,
filtrada[65], -9174,
filtrada[66], -10356,
filtrada[67], -10978,
filtrada[68], -11034,
filtrada[69], -10549,
filtrada[70], -9571,
filtrada[71], -8162,
filtrada[72], -6396,
filtrada[73], -4352,
filtrada[74], -2117,
filtrada[75], 213,
filtrada[76], 2532,
filtrada[77], 4724,
filtrada[78], 6665,
filtrada[79], 8235,
filtrada[80], 9326,
filtrada[81], 9856,
filtrada[82], 9779,
filtrada[83], 9093,
filtrada[84], 7841,
filtrada[85], 6108,
filtrada[86], 4011,
filtrada[87], 1687,
filtrada[88], -724,
filtrada[89], -3087,
filtrada[90], -5283,
filtrada[91], -7214,
filtrada[92], -8798,
filtrada[93], -9972,
filtrada[94], -10689,
filtrada[95], -10911,
filtrada[96], -10613,
filtrada[97], -9790,
filtrada[98], -8456,
filtrada[99], -6657,
filtrada[100], -4468,
filtrada[101], -2001,
filtrada[102], 608,
filtrada[103], 3203,
filtrada[104], 5625,
filtrada[105], 7727,
filtrada[106], 9388,
filtrada[107], 10521,
filtrada[108], 11081,
filtrada[109], 11063,
filtrada[110], 10495,
filtrada[111], 9432,
